2023-03-29 16:01:01,387 - root - INFO - Namespace(batch_size=2, ckpt_dir='/gemini/code/segmentation0329/checkpoint', dataset='/gemini/code/dataset', deterministic=False, epoch=2, gpu_id=0, load_from=None, log_dir='/gemini/code/segmentation0329/logs', model='unet')
2023-03-29 16:01:02,208 - root - INFO - Start Training epoch[0/2]
2023-03-29 16:01:02,212 - root - INFO - ==========================================================
2023-03-29 16:01:10,519 - root - INFO - Epoch[0/2] batch[0] loss: 1.7639544010162354
2023-03-29 16:01:12,746 - root - INFO - Epoch[0/2] batch[1] loss: 1.0079660415649414
2023-03-29 16:01:13,012 - root - INFO - Epoch[0/2] batch[2] loss: 0.5637935400009155
2023-03-29 16:01:13,339 - root - INFO - Epoch[0/2] batch[3] loss: 0.27740657329559326
2023-03-29 16:01:13,576 - root - INFO - Epoch[0/2] batch[4] loss: 0.14820529520511627
2023-03-29 16:01:13,848 - root - INFO - Epoch[0/2] batch[5] loss: 0.07759734243154526
2023-03-29 16:01:16,887 - root - INFO - Best acc ever: 0.1, before is 0
2023-03-29 16:01:16,887 - root - INFO - ==========================================================
2023-03-29 16:01:16,887 - root - INFO - Start Training epoch[1/2]
2023-03-29 16:01:16,887 - root - INFO - ==========================================================
2023-03-29 16:01:18,803 - root - INFO - Epoch[1/2] batch[0] loss: 0.04316927492618561
2023-03-29 16:01:19,065 - root - INFO - Epoch[1/2] batch[1] loss: 0.025948110967874527
2023-03-29 16:01:19,314 - root - INFO - Epoch[1/2] batch[2] loss: 0.014933844096958637
2023-03-29 16:01:19,587 - root - INFO - Epoch[1/2] batch[3] loss: 0.01010907907038927
2023-03-29 16:01:19,848 - root - INFO - Epoch[1/2] batch[4] loss: 0.006720803678035736
2023-03-29 16:01:20,117 - root - INFO - Epoch[1/2] batch[5] loss: 0.004449605010449886
2023-03-29 16:01:22,043 - root - INFO - ==========================================================
